birth_rate
7.608745333279494538e+00
1.084359516333615225e+01
8.335243122468011023e+00
9.980497424796457295e+00
7.085833687350779897e+00
7.335131838379944647e+00
9.065383114622813210e+00
5.917697934555778971e+00
1.016727984104332982e+01
5.359555404866831907e+00
8.375537985040798716e+00
5.575857791243561401e+00
5.880039703052029054e+00
8.893158227189127629e+00
6.393827660112494371e+00
9.736567099348039989e+00
1.232561788859728225e+01
1.460011804182173378e+01
9.697089569119311747e+00
5.844560042314810744e+00
1.174558821571466538e+01
5.409417966377613851e+00
9.303151497596640951e+00
6.871761997649112885e+00
8.360603014831591295e+00
8.717911386486122183e+00
5.740687422392813488e+00
9.236505596009212837e+00
9.282976566966802068e+00
8.530381320371148490e+00
9.110445478852366108e+00
8.724636082735608866e+00
6.193699413483538585e+00
1.008977296365962673e+01
7.371014767498159870e+00
1.014958444265021953e+01
8.445303393516519819e+00
9.643015343530912276e+00
6.159800486980271828e+00
8.531775878011798042e+00
9.865074828518435979e+00
7.961021923612518592e+00
8.005233888887989480e+00
1.016908370858635102e+01
1.157428578322443613e+01
9.251367033774506865e+00
9.882763101263289940e+00
1.259619908193179327e+01
8.648183131339115093e+00
1.101233887356936414e+01
6.589343694643624794e+00
8.373046772192562770e+00
8.659768316236609920e+00
5.597627940093417465e+00
5.690861354788079751e+00
7.715439236912735588e+00
6.632721652506255339e+00
8.100508566057541771e+00
9.000852553444790516e+00
8.998184351982413176e+00
3.693124280340531307e+00
1.242125617577563013e+01
6.849007417135439368e+00
6.451802395438412496e+00
9.198464982915876220e+00
8.502595925334080817e+00
7.599754908382927887e+00
6.182110927263641642e+00
9.321269783334953374e+00
9.529351257846659706e+00
1.033687461240511674e+01
7.476762521585806454e+00
9.272332423320182926e+00
9.223232989595272713e+00
1.014994881726999765e+01
1.142555530754729531e+01
9.230659557037769858e+00
7.365683107696287202e+00
8.471858803487583245e+00
5.999254294558578060e+00
8.161944027465997564e+00
5.297554117004706242e+00
8.789520524201844154e+00
6.061293591159191863e+00
1.010567178619673889e+01
8.006287984067174790e+00
1.245175593992923879e+01
7.878052424929100184e+00
9.273973862109231803e+00
4.536663300272129717e+00
1.145686435277668735e+01
8.995142388484802964e+00
6.922140941195705999e+00
5.261916572813666981e+00
8.684206807128312278e+00
5.601764398430859160e+00
8.474894622510438680e+00
7.538113023271201918e+00
1.168229687492708280e+01
6.849398477261896545e+00
6.630300217433253707e+00
7.323776720890064595e+00
7.483546659751248775e+00
6.997220211812078539e+00
6.577047598382877780e+00
1.223119853055333017e+01
6.571269127419230749e+00
6.949558816025871444e+00
6.570231591084736422e+00
6.364656011462414220e+00
8.774618836123782017e+00
9.023935479634213053e+00
7.195870731824381750e+00
1.392433853966167590e+01
7.215359152974793133e+00
1.139273784187446559e+01
8.184166627573436159e+00
1.150218955921558361e+01
7.606473753887149414e+00
5.667979965183748803e+00
7.347956639597217787e+00
7.893700292723781153e+00
9.244305557146404340e+00
8.837792567804010346e+00
8.962531469210651025e+00
6.973531333434727308e+00
8.359257585481474351e+00
7.363493040246991583e+00
1.095729672483046713e+01
5.706287351277516073e+00
1.218942645958652626e+01
7.501562864465221026e+00
4.987914114267313792e+00
8.499725262667164216e+00
9.055645542662190906e+00
6.614088396848853080e+00
5.737547750302979033e+00
1.011274917584711552e+01
7.850702323750158307e+00
4.637614312863496124e+00
7.290906048852225041e+00
6.813871989486952607e+00
4.875590408924360020e+00
9.281974905299321676e+00
6.041340149461523090e+00
6.352333708168148796e+00
1.193960606273399705e+01
8.753971903766439411e+00
9.362141095280327008e+00
8.521506064229853905e+00
5.985305272491968864e+00
5.881526118207437648e+00
8.162141964917081438e+00
6.677983336814713233e+00
7.915026579768043469e+00
9.690951269469181284e+00
1.201852929752771715e+01
1.072643835043550986e+01
7.353143766909919776e+00
5.809590608885931928e+00
6.392256250976290133e+00
6.750755757832418880e+00
8.588874020820984612e+00
1.130836948374322226e+01
1.098440780787943538e+01
8.704786529517638982e+00
9.915858609388951805e+00
8.827837270048869200e+00
9.431621802713817004e+00
1.068071511970011400e+01
7.408876284504177789e+00
8.194123204786702530e+00
5.340540525235633496e+00
6.884814602906203618e+00
6.809107289030285060e+00
1.163391368746611398e+01
9.321499428775409157e+00
6.012547597360347496e+00
8.737595684833918241e+00
8.562562309788063430e+00
5.411945349304621899e+00
9.371257693905096886e+00
9.173345940963622880e+00
5.812113348977220539e+00
7.343274629519068064e+00
9.782778646437572334e+00
9.534993833719777712e+00
1.009972357780006824e+01
1.227025993246388325e+01
6.651832995877024146e+00
7.685509067154871587e+00
5.567881709165536819e+00
7.504754035498872433e+00
8.882934366243377511e+00
4.895277297922620896e+00
6.496371284035257432e+00
4.952933354035416791e+00
1.191486608842880202e+01
1.016543061110795598e+01
9.201440177802766129e+00
